sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
BRDN0007691846	Ifngr1	1054.2/1108.3/1070.1	4830.8/5417.6/5340.6	1070.1	5340.6	2.3182	857.21	7999.5	47.747	1	0	0	0	True
BRDN0007691882	Jak2	993.81/930.52/1002.5	4586.5/5084.6/4912.3	993.81	4912.3	2.3042	2040.4	7303.1	45.853	1	0	0	0	True
BRDN0007695725	Nprl2	920.84/975.74/928.72	4334.4/4132/4149.3	928.72	4149.3	2.1584	1136.1	6718.8	39.291	1	0	0	0	True
BRDN0007696169	Tsc2	1095.1/1089.4/1199	4156.6/4442.7/4633.1	1095.1	4442.7	2.0194	5413.9	8230.3	36.901	1	2.2535e-298	4.507e-298	6.9893e-295	True
BRDN0007696961	Jak1	1001.4/1088.2/1137.6	4178.3/4359/4315.8	1088.2	4315.8	1.9868	4992	8166.3	35.717	1	1.0754e-279	2.1508e-279	2.6683e-276	True
BRDN0007693224	Stat1	1025.9/993.45/1015	3819.5/3962.7/3884.1	1015	3884.1	1.935	291.32	7495.3	33.139	1	4.0224e-241	8.0448e-241	8.317e-238	True
BRDN0007696167	Tsc2	1347.9/1329.5/1346.1	4687/4569.2/4643.5	1346.1	4643.5	1.7857	138.87	10615	32.005	1	4.5786e-225	9.1572e-225	8.1146e-222	True
BRDN0007691884	Jak2	1234.1/1352.7/1424	4300.4/4478.1/4354	1352.7	4354	1.6857	9578.2	10680	29.042	1	9.7918e-186	1.9584e-185	1.5185e-182	True
BRDN0007693222	Stat1	800.71/898.14/958.87	3290.6/3151.6/3109	898.14	3151.6	1.8099	6590.7	6447.6	28.064	1	1.3502e-173	2.7003e-173	1.8611e-170	True
BRDN0007696962	Jak1	964.87/909.75/976.54	3372.6/3276.2/3155.8	964.87	3276.2	1.7626	1587.3	7042.2	27.543	1	2.6656e-167	5.3312e-167	3.3069e-164	True
BRDN0007691883	Jak2	567.98/637.86/620.54	2336.5/2212.1/2330.4	620.54	2330.4	1.9073	1531.2	4093.3	26.726	1	1.1701e-157	2.3403e-157	1.3197e-154	True
BRDN0007695733	Nprl3	953.55/969.01/1192.2	3168.5/3380.4/3013.6	969.01	3168.5	1.7082	25029	7079.4	26.141	1	6.2613e-151	1.2523e-150	6.4732e-148	True
BRDN0007696958	Jak1	1517.1/1573.9/1467.7	4348.4/4411.1/4579.4	1517.1	4411.1	1.5392	2834	12304	26.09	1	2.3798e-150	4.7596e-150	2.271e-147	True
BRDN0007696960	Jak1	882.47/928.08/902.22	2945.8/2943.2/2767.4	902.22	2943.2	1.7047	529.29	6483.6	25.347	1	4.7976e-142	9.5952e-142	4.2514e-139	True
BRDN0007691885	Jak2	718.31/801.61/710.97	2447.9/2465.1/2509	718.31	2465.1	1.7775	3496.2	4898.8	24.957	1	8.9769e-138	1.7954e-137	7.4245e-135	True
BRDN0007693225	Stat1	948.52/928.69/910.53	2941.2/3064.1/2890.5	928.69	2941.2	1.6621	361.41	6718.5	24.552	1	2.036e-133	4.0719e-133	1.5786e-130	True
BRDN0007695731	Nprl3	1172.4/1242.1/1230.2	3661.8/3622.3/3519.9	1230.2	3622.3	1.5573	1737.2	9499.1	24.544	1	2.5194e-133	5.0389e-133	1.8386e-130	True
BRDN0007691886	Jak2	857.94/902.42/821.14	2726.2/2816.7/2765.7	857.94	2765.7	1.6875	1666.1	6094.4	24.437	1	3.4661e-132	6.9323e-132	2.3889e-129	True
BRDN0007693221	Stat1	799.45/895.7/829.46	2331.9/2368.3/2441.4	829.46	2368.3	1.5125	2644.1	5846.5	20.126	1	2.1846e-90	4.3693e-90	1.4264e-87	True
BRDN0007695723	Nprl2	981.23/968.4/1050.9	2724.7/2595.3/2665.1	981.23	2665.1	1.4406	2506.4	7189.4	19.859	1	4.5989e-88	9.1978e-88	2.8527e-85	True
BRDN0007696289	Zfp36l2	1155.5/1240.3/1112.7	3098.9/3004.6/2923.4	1155.5	3004.6	1.3779	4512.3	8793.1	19.72	1	7.2885e-87	1.4577e-86	4.3058e-84	True
BRDN0007693737	Arl15	1386.9/1402.2/1341.9	3391.2/3464.1/3454	1386.9	3454	1.3158	1130.5	11014	19.697	1	1.1537e-86	2.3073e-86	6.5056e-84	True
BRDN0007691848	Ifngr1	708.87/762.5/705.25	2075.2/1925.6/2151.8	708.87	2075.2	1.5483	1444.7	4819.9	19.681	1	1.58e-86	3.1601e-86	8.5226e-84	True
BRDN0007696164	Tsc1	971.16/939.69/977.06	2738.6/2600.9/2585.3	971.16	2600.9	1.4203	512.71	7098.7	19.343	1	1.1648e-83	2.3295e-83	6.0209e-81	True
BRDN0007696162	Tsc1	661.07/650.08/664.19	1854.1/1929.3/2087.7	661.07	1929.3	1.5438	65.226	4423.9	19.067	1	2.3584e-81	4.7169e-81	1.1704e-78	True
BRDN0007696166	Tsc2	1074.9/1179.8/1112.2	2797.4/2757.2/2828.1	1112.2	2797.4	1.3299	2979.5	8389	18.399	1	6.7094e-76	1.3419e-75	3.2014e-73	True
BRDN0007695729	Nprl3	1275/1277.6/1133	2948.9/3136.7/3093.4	1275	3093.4	1.2781	10085	9927.6	18.25	1	1.0305e-74	2.0609e-74	4.7348e-72	True
BRDN0007690782	Irf1	1226.5/1083.3/1131.4	2848.4/2775.8/2817.7	1131.4	2817.7	1.3156	5682.9	8568.1	18.217	1	1.8833e-74	3.7666e-74	8.3444e-72	True
BRDN0007696959	Jak1	940.97/852.93/973.42	2557.7/2340.4/2427.5	940.97	2427.5	1.3663	4402.2	6828	17.99	1	1.1633e-72	2.3266e-72	4.9765e-70	True
BRDN0007695722	Nprl2	947.26/878.59/964.06	2438.6/2429.7/2583.6	947.26	2438.6	1.3633	2499	6884.3	17.974	1	1.5522e-72	3.1044e-72	6.4189e-70	True
BRDN0007690783	Irf1	971.79/955.57/964.58	2466.4/2321.8/2401.5	964.58	2401.5	1.3151	66.572	7039.6	17.126	1	4.7179e-66	9.4359e-66	1.8881e-63	True
BRDN0007691457	Dlx5	960.47/1015.4/1075.8	2584/2493/2488.2	1015.4	2493	1.2949	3332.6	7499.4	17.062	1	1.4268e-65	2.8537e-65	5.5317e-63	True
BRDN0007695321	Depdc5	579.93/560.88/617.94	1636/1626/1564	579.93	1626	1.4858	903.71	3767.1	17.044	1	1.9423e-65	3.8846e-65	7.3019e-63	True
BRDN0007690778	Irf1	885.62/835.82/905.34	2232.9/2212.1/2496.9	885.62	2232.9	1.3332	1434.3	6337.2	16.925	1	1.477e-64	2.9541e-64	5.3895e-62	True
BRDN0007695730	Nprl3	1097.6/1092.4/1072.7	2602.5/2658.6/2561	1092.4	2602.5	1.2516	208.3	8205.8	16.67	1	1.0794e-62	2.1587e-62	3.8259e-60	True
BRDN0007696905	BRDN0007696905_NegCtrl	682.46/705.07/626.77	1787.6/1804.6/1838	682.46	1804.6	1.4016	1806.1	4600.2	16.545	1	8.6801e-62	1.736e-61	2.9913e-59	True
BRDN0007696163	Tsc1	854.8/934.8/922.49	2103/2234.4/2372	922.49	2234.4	1.2754	2366.7	6663.3	16.071	1	2.0221e-58	4.0441e-58	6.78e-56	True
BRDN0007690780	Irf1	1024/1103.4/1067	2669/2493/2479.6	1067	2493	1.2236	1588	7970.8	15.973	1	9.9139e-58	1.9828e-57	3.2366e-55	True
BRDN0007695735	Paf1	565.46/628.09/566.49	1498.4/1529.3/1517.2	566.49	1517.2	1.4197	1897.9	3660.3	15.714	1	6.0296e-56	1.2059e-55	1.918e-53	True
BRDN0007692007	Lhx9	913.3/945.8/871.04	2075.2/2182.3/2151.8	913.3	2151.8	1.2355	1421.1	6581.7	15.267	1	6.3896e-53	1.2779e-52	1.9817e-50	True
BRDN0007691847	Ifngr1	646.6/705.07/696.41	1765.9/1694.9/1739.2	696.41	1739.2	1.3191	1278	4716	15.184	1	2.2552e-52	4.5104e-52	6.8239e-50	True
BRDN0007691469	Dmxl1	1037.8/1063.1/1115.3	2413.9/2273.5/2463.9	1063.1	2413.9	1.1823	1681.4	7935.3	15.163	1	3.089e-52	6.178e-52	9.1243e-50	True
BRDN0007695314	Dennd2d	1266.2/1267.2/1217.2	2741.7/2697.6/2824.6	1266.2	2741.7	1.114	1200.8	9843.1	14.872	1	2.4889e-50	4.9777e-50	7.1806e-48	True
BRDN0007696023	Snrpb2	1042.9/1104/1152.7	2451/2487.4/2443.1	1104	2451	1.1498	3055.9	8313.4	14.773	1	1.1001e-49	2.2002e-49	3.1017e-47	True
BRDN0007691887	Jak2	537.16/612.81/598.71	1517/1516.3/1447.9	598.71	1516.3	1.3391	1993.6	3917.3	14.66	1	5.8019e-49	1.1604e-48	1.5995e-46	True
BRDN0007695732	Nprl3	1017.7/1069.8/1073.2	2256.1/2390.7/2354.7	1069.8	2354.7	1.1374	1363.9	7997.1	14.368	1	4.1081e-47	8.2161e-47	1.1079e-44	True
BRDN0007696170	Tsc2	1032.2/1059.4/1075.8	2463.3/2320/2314.8	1059.4	2320	1.1301	505.56	7901.6	14.181	1	6.0345e-46	1.2069e-45	1.5929e-43	True
BRDN0007695305	Dcp2	966.76/908.53/873.63	2055.1/2254.9/2032.2	908.53	2055.1	1.1767	2304.2	6539.5	14.179	1	6.2143e-46	1.2429e-45	1.6061e-43	True
BRDN0007690781	Irf1	1000.7/1043.6/1044.1	2202/2392.5/2281.9	1043.6	2281.9	1.128	917.32	7755.9	14.061	1	3.2915e-45	6.5831e-45	8.3337e-43	True
BRDN0007696913	BRDN0007696913_NegCtrl	740.95/795.5/748.38	1671.6/1735.8/1775.6	748.38	1735.8	1.2126	1137.4	5152.1	13.756	1	2.3295e-43	4.6589e-43	5.7799e-41	True
BRDN0007694116	Mark2	1159.9/1187.1/1257.2	2352/2496.7/2470.9	1187.1	2470.9	1.0569	2825.3	9091.2	13.464	1	1.2763e-41	2.5527e-41	3.1048e-39	True
BRDN0007696290	Zfp36l2	1127.8/1114.4/1139.2	2370.6/2394.4/2242	1127.8	2370.6	1.0711	154.43	8534.2	13.453	1	1.4817e-41	2.9634e-41	3.535e-39	True
BRDN0007692401	Olfr1388	1135.3/1110.2/1102.3	2171.1/2338.6/2437.9	1110.2	2338.6	1.0742	347.73	8370.1	13.427	1	2.0976e-41	4.1952e-41	4.91e-39	True
BRDN0007696621	BRDN0007696621_NegCtrl	564.21/588.98/575.32	1387.1/1317.2/1446.1	575.32	1387.1	1.2682	155.13	3730.4	13.291	1	1.3096e-40	2.6192e-40	3.0087e-38	True
BRDN0007694118	Mark2	629.62/620.14/661.59	1473.7/1440/1492.9	629.62	1473.7	1.2256	556	4166.9	13.076	1	2.2669e-39	4.5338e-39	5.1133e-37	True
BRDN0007695728	Nprl3	1059.2/1138.3/1006.7	2192.7/2238.1/2158.8	1059.2	2192.7	1.049	4503.5	7899.6	12.753	1	1.4927e-37	2.9854e-37	3.3069e-35	True
BRDN0007696161	Tsc1	970.53/950.69/906.9	1999.4/2106/1978.4	950.69	1999.4	1.0718	1155.7	6914.9	12.612	1	9.0789e-37	1.8158e-36	1.976e-34	True
BRDN0007695320	Depdc5	779.32/748.45/762.42	1663.9/1700.4/1671.5	762.42	1671.5	1.1315	240.39	5271	12.522	1	2.8327e-36	5.6654e-36	6.0591e-34	True
BRDN0007691089	Caprin1	1348.6/1372.9/1347.1	2610.3/2610.2/2743.1	1348.6	2610.3	0.95226	296.69	10639	12.232	1	1.0482e-34	2.0964e-34	2.204e-32	True
BRDN0007696957	Jak1	779.32/694.07/850.25	1544.8/1774.9/1678.5	779.32	1678.5	1.1059	6148.9	5415	12.219	1	1.2331e-34	2.4661e-34	2.5496e-32	True
BRDN0007692950	Sec14l1	755.42/774.11/711.48	1569.6/1631.6/1595.2	755.42	1595.2	1.0774	1139.8	5211.6	11.633	1	1.3974e-31	2.7949e-31	2.842e-29	True
BRDN0007696511	BRDN0007696511_NegCtrl	874.3/800.38/797.24	1612.9/1648.4/1669.8	800.38	1648.4	1.0413	2736.6	5595.5	11.336	1	4.3534e-30	8.7067e-30	8.711e-28	True
BRDN0007692558	Plagl2	916.44/987.96/970.82	1903.6/1923.7/1997.5	970.82	1923.7	0.98587	1625.4	7095.7	11.312	1	5.7217e-30	1.1443e-29	1.1267e-27	True
BRDN0007693042	Slc25a38	1212.7/1144.4/1263.9	2324.2/2286.5/2205.6	1212.7	2286.5	0.91435	3647.3	9333.1	11.115	1	5.3103e-29	1.0621e-28	1.0294e-26	True
BRDN0007693177	Spib	955.44/988.57/959.39	1885/1897.7/1864	959.39	1885	0.97365	433.5	6992.9	11.069	1	8.878e-29	1.7756e-28	1.6945e-26	True
BRDN0007695727	Nprl2	1110.2/1036.2/1080.5	2064.4/2074.4/2160.5	1080.5	2074.4	0.94038	1420.1	8095.3	11.047	1	1.1377e-28	2.2755e-28	2.1386e-26	True
BRDN0007695323	Depdc5	634.65/582.88/577.92	1258.7/1287.4/1260.6	582.88	1260.6	1.1115	1352.7	3790.6	11.008	1	1.7578e-28	3.5156e-28	3.2548e-26	True
BRDN0007695307	Dcp2	680.57/734.4/777.49	1453.6/1512.5/1688.9	734.4	1512.5	1.0413	2377.2	5034	10.967	1	2.7429e-28	5.4857e-28	5.0041e-26	True
BRDN0007692783	Reln	1257.4/1239.1/1338.8	2308.7/2351.6/2332.2	1257.4	2332.2	0.89075	3482	9758.8	10.88	1	7.1655e-28	1.4331e-27	1.2883e-25	True
BRDN0007693018	Sipa1	958.58/910.97/862.72	1786/1789.7/1707.9	910.97	1786	0.97051	2297.5	6561.1	10.803	1	1.6612e-27	3.3224e-27	2.9442e-25	True
BRDN0007693958	G3bp1	1405.2/1522/1386.6	2446.3/2537.6/2571.5	1405.2	2537.6	0.85229	6992	11193	10.704	1	4.8628e-27	9.7256e-27	8.4969e-25	True
BRDN0007695324	Depdc5	1262.4/1339.9/1248.3	2308.7/2329.3/2238.5	1262.4	2308.7	0.87042	3101.2	9807	10.566	1	2.148e-26	4.296e-26	3.7011e-24	True
BRDN0007695961	Sbf1	1023.4/951.91/940.16	1826.2/1769.3/1864	951.91	1826.2	0.93926	2622.4	6925.9	10.506	1	4.0464e-26	8.0928e-26	6.8766e-24	True
BRDN0007692756	Rap2c	1233.5/1314.2/1351.2	2379.8/2394.4/2228.1	1314.2	2379.8	0.85617	3947.3	10306	10.497	1	4.4654e-26	8.9308e-26	7.4862e-24	True
BRDN0007694605	Tinagl1	1113.3/1116.3/1253.5	2039.6/2182.3/2075.5	1116.3	2075.5	0.89422	9427.6	8426.9	10.45	1	7.3359e-26	1.4672e-25	1.2135e-23	True
BRDN0007696165	Tsc1	936.57/929.3/1010.8	1673.2/1836.3/1792.9	936.57	1792.9	0.93611	2784.5	6788.7	10.393	1	1.3307e-25	2.6613e-25	2.1721e-23	True
BRDN0007693822	Coq10a	1282.5/1299.6/1268.1	2243.8/2314.4/2365.1	1282.5	2314.4	0.85116	249.14	10000	10.319	1	2.9012e-25	5.8024e-25	4.6743e-23	True
BRDN0007692190	Mup21	734.03/738.06/718.24	1431.9/1464.2/1558.8	734.03	1464.2	0.99519	132.81	5030.9	10.294	1	3.7542e-25	7.5083e-25	5.9711e-23	True
BRDN0007694988	Poglut3	1268/1275.7/1361.6	2211.3/2346/2295.8	1275.7	2295.8	0.84715	3720.4	9935	10.234	1	7.01e-25	1.402e-24	1.1008e-22	True
BRDN0007694888	Mrtfa	1295.7/1290.4/1320.6	2256.1/2433.5/2306.2	1295.7	2306.2	0.83125	323.34	10127	10.041	1	5.0524e-24	1.0105e-23	7.8349e-22	True
BRDN0007692407	Olfr139	1109.5/987.96/960.43	1759.8/1947.9/1841.5	987.96	1841.5	0.89765	7770.4	7250.2	10.024	1	5.992e-24	1.1984e-23	9.1774e-22	True
BRDN0007691113	Cbfa2t3	861.09/789.39/839.33	1657.7/1609.3/1588.3	839.33	1609.3	0.93828	1484	5932.2	9.9966	1	7.8852e-24	1.577e-23	1.193e-21	True
BRDN0007693946	Fndc11	1215.2/1218.3/1261.9	2109.2/2182.3/2233.3	1218.3	2182.3	0.84046	953.69	9386.3	9.9502	1	1.2586e-23	2.5172e-23	1.8812e-21	True
BRDN0007695530	Ints13	732.15/857.82/736.43	1500/1427/1439.2	736.43	1439.2	0.96567	7376.4	5051.1	9.888	1	2.3474e-23	4.6947e-23	3.4668e-21	True
BRDN0007693294	Tacstd2	1094.4/1094.3/1123.1	1976.2/2119/1943.8	1094.4	1976.2	0.85197	410.47	8224.4	9.7234	1	1.1986e-22	2.3972e-22	1.7494e-20	True
BRDN0007694753	Vmn2r99	522.06/548.66/509.84	1080.9/865.11/1094.1	522.06	1080.9	1.0485	428.45	3311.6	9.7112	1	1.3513e-22	2.7026e-22	1.9493e-20	True
BRDN0007691110	Cbfa2t3	1010.8/1033.2/1008.8	1953/1812.1/1841.5	1010.8	1841.5	0.86472	252.46	7457.1	9.6193	1	3.3134e-22	6.6267e-22	4.7248e-20	True
BRDN0007693155	Sparc	1223.4/1156.6/1397.5	2157.2/2085.6/2170.9	1223.4	2157.2	0.81775	17389	9434.7	9.6135	1	3.5072e-22	7.0143e-22	4.9443e-20	True
BRDN0007696881	BRDN0007696881_NegCtrl	934.68/990.4/959.91	1707.2/1789.7/1763.4	959.91	1763.4	0.87673	783.06	6997.6	9.6056	1	3.7858e-22	7.5715e-22	5.2771e-20	True
BRDN0007692720	Qtrt1	1054.8/1028.3/1084.6	1874.2/1916.3/1902.1	1054.8	1902.1	0.85003	796.74	7859.1	9.5579	1	6.0061e-22	1.2012e-21	8.2791e-20	True
BRDN0007692122	Med16	761.71/748.45/635.61	1515.4/1367.4/1428.8	748.45	1428.8	0.93188	6454.7	5152.6	9.4777	1	1.2996e-21	2.5993e-21	1.7718e-19	True
BRDN0007693790	Cdh19	661.7/583.49/621.06	1070.1/1229.8/1225.9	621.06	1225.9	0.97991	1531.7	4097.5	9.4491	1	1.7089e-21	3.4177e-21	2.3043e-19	True
