sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
BRDN0007695969	Setd5	396.24/382.89/431.93	1793.3/6617.4/9857.7/6615.6	396.24	6616.5	4.0582	725.79	2375.2	127.63	1	0	0	0	True
BRDN0007690768	Cd19	679.84/678.8/675.22	18390/16357/1319.7/1252	678.8	8838.3	3.7008	6.9261	4596.8	120.35	1	0	0	0	True
BRDN0007693737	Arl15	966.5/978.54/934.81	1270.7/8615.6/10314/10412	966.5	9464.8	3.2904	574.52	7101.1	100.85	1	0	0	0	True
BRDN0007693741	Arl15	684.66/701.39/618.02	11508/7903.8/7151.9/1434.7	684.66	7527.8	3.4569	2360.4	4645.7	100.4	1	0	0	0	True
BRDN0007690766	Cd19	455.42/423.39/481.16	6011/25005/3424.4/3000.2	455.42	4717.7	3.37	844.16	2816.6	80.311	1	0	0	0	True
BRDN0007693740	Arl15	940.2/857.02/881.23	8565/4758.7/7833/3695.8	881.23	6295.9	2.8354	2031.7	6337.4	68.016	1	0	0	0	True
BRDN0007695970	Setd5	704.82/681.35/731.34	2294.9/6427.4/14326/4253.9	704.82	5340.7	2.9199	626.98	4814.4	66.812	1	0	0	0	True
BRDN0007696166	Tsc2	749.09/823.34/774.79	5787.3/5550.7/7041.2/1040.9	774.79	5669	2.8696	1508.8	5408.8	66.548	1	0	0	0	True
BRDN0007695524	Ints10	692.11/689.88/670.15	6311.9/4019.4/13522/2651.6	689.88	5165.7	2.9027	197.08	4689.3	65.361	1	0	0	0	True
BRDN0007695531	Ints13	747.78/776.01/813.53	5482.2/5521/6823.2/1099.5	776.01	5501.6	2.8241	1102.3	5419.3	64.192	1	0	0	0	True
BRDN0007692218	Ncor1	799.5/838.69/817.15	5080.9/21800/5636.3/3638.8	817.15	5358.6	2.7117	387.76	5774.9	59.762	1	0	0	0	True
BRDN0007695533	Ints13	636/586.7/605.35	10505/1952.5/6661.4/248.06	605.35	4307	2.8288	643.82	3993.5	58.575	1	0	0	0	True
BRDN0007693489	Unc5c	409.83/443.86/501.08	3998.3/5962.7/2687.1/568.2	443.86	3342.7	2.91	2215.9	2729.3	55.487	1	0	0	0	True
BRDN0007693736	Arl15	765.31/822.06/772.98	2779.8/36488/3400.5/6142.9	772.98	4771.7	2.6245	1234	5393.2	54.45	1	0	0	0	True
BRDN0007691651	Gatd1	655.29/684.77/739.67	4305.5/3978.2/10023/388.86	684.77	4141.9	2.5948	1941.5	4646.6	50.716	1	0	0	0	True
BRDN0007693065	Slc35f2	539.13/572.2/555.75	2468.3/10300/4643.6/496.13	555.75	3556	2.6756	273.35	3595.6	50.034	1	0	0	0	True
BRDN0007691248	Cnot8	768.82/726.12/789.99	2765.1/12569/6096.1/556.47	768.82	4430.6	2.5253	1135.5	5357.5	50.028	1	0	0	0	True
BRDN0007693807	Clec10a	673.7/630.62/644.45	5590.9/6754.7/2259.6/1335.9	644.45	3925.3	2.6048	523.5	4312.6	49.959	1	0	0	0	True
BRDN0007691246	Cnot8	682.9/619.96/662.19	3927.2/498.99/3954/3905.3	662.19	3916.3	2.5624	1106.4	4459	48.731	1	0	0	0	True
BRDN0007692370	Olfr1002	661.43/615.69/597.38	3064/6271.7/744.13/4186.9	615.69	3625.5	2.5559	1213.5	4077.5	47.134	1	0	0	0	True
BRDN0007695528	Ints10	650.91/684.77/716.5	5628.5/4793.1/2751.8/2490.7	684.77	3772.4	2.4601	1076.6	4646.6	45.296	1	0	0	0	True
BRDN0007693016	Sipa1	404.57/401.22/402.96	3950.2/4754.2/1195.4/1225.2	402.96	2587.7	2.6799	2.8055	2424.6	44.369	1	0	0	0	True
BRDN0007695725	Nprl2	641.7/680.93/646.98	6293.1/727.89/3421/3685.7	646.98	3553.4	2.4556	590.08	4333.5	44.15	1	0	0	0	True
BRDN0007691586	Esco2	518.53/496.73/510.13	1030.4/6905.8/4989.3/139.12	510.13	3009.8	2.5584	125.06	3236.9	43.936	1	0	0	0	True
BRDN0007695721	Nosip	465.94/556.85/494.56	5442.5/4490.9/1263.5/953.7	494.56	2877.2	2.538	2349.8	3116.2	42.682	1	0	0	0	True
BRDN0007695527	Ints10	494.43/487.35/572.4	4119.5/915.58/13973/1525.3	494.43	2822.4	2.5107	3065	3115.2	41.709	1	0	0	0	True
BRDN0007694309	Prss27	474.7/471.15/446.05	1061.7/4646.6/2332.9/3125.9	471.15	2729.4	2.5318	321.42	2936.3	41.674	1	0	0	0	True
BRDN0007694893	Mrtfa	784.16/815.66/818.23	2666.9/5699.5/2051.9/5138.9	815.66	3902.9	2.2571	499.65	5762	40.671	1	0	0	0	True
BRDN0007693261	Sycp2l	895.93/811.4/826.56	6019.3/13308/1847.6/863.19	826.56	3933.4	2.2492	2521	5856.9	40.597	1	0	0	0	True
BRDN0007694478	Slc22a23	693.42/565.81/574.21	1776.5/7246.8/223.07/4314.3	574.21	3045.4	2.4049	7141.3	3742.8	40.394	1	0	0	0	True
BRDN0007691247	Cnot8	570.69/549.18/542.71	2483/3392.2/1253.3/3647.2	549.18	2937.6	2.4172	252.4	3543.5	40.123	1	0	0	0	True
BRDN0007691844	Ifne	742.95/802.45/751.61	4796.7/11534/2479.3/1342.6	751.61	3638	2.2736	1329.4	5210.5	39.987	1	0	0	0	True
BRDN0007695299	Crebrf	621.54/643.83/720.48	5802/915.58/5530.8/357.01	643.83	3223.2	2.3219	3185.8	4307.6	39.3	1	0	0	0	True
BRDN0007695526	Ints10	705.7/838.69/745.1	10124/1146.8/5896.9/1134.7	745.1	3521.8	2.2393	5155.8	5154.9	38.674	1	0	0	0	True
BRDN0007696458	C87436	856.48/841.67/873.63	1189.2/4207.1/3620.2/4096.4	856.48	3858.3	2.1702	256.61	6119	38.375	1	1.7786e-322	3.5573e-322	6.3043e-320	True
