sgRNA	Gene	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	AR2473_BM	AR2474_BM	AR2475_BM	AR2476_BM
BRDN0007693687	Zscan4f	586.3735401668432	549.3445290205264	579.3065325961655	572.8838779667153	1531.52199798282	1840.4424008039844	340.90398634254205
BRDN0007693686	Zscan4f	568.3785437994476	602.5755880341432	575.3534483166632	967.3847520156511	112.37202825436076	3892.4939127442817	226.2637077494748
BRDN0007693685	Zscan4f	388.8674824759155	396.0390790613097	388.83974458377855	120.06548340619783	5.437356205856166	172.6284854006763	396.7157009207458
BRDN0007693684	Zscan4f	429.2464987149496	500.7978032001077	450.65160786327016	502.55980911451377	264.6180020183334	729.4945673383418	167.43514373461136
BRDN0007693683	Zscan4f	339.2715168779714	345.36311088034637	367.6368379937204	42.8805297879278	581.7971140266097	916.0447047874598	58.82856401486345
BRDN0007693682	Zscan4f	714.9719288411584	720.1097663362093	756.8359538756356	382.49432570831596	462.1752774977741	1002.3589474877979	1915.6993922788868
BRDN0007693681	Zscan4c	368.23907200597415	403.27850308716154	419.74567622352436	135.50247412985183	779.3543895060504	8.352991229064983	58.82856401486345
BRDN0007693680	Zscan4c	538.9720863210206	521.6643783334455	546.2443731676002	349.9051230694908	170.37049445015987	52.90227778407822	1158.470183677311
BRDN0007693679	Zscan4c	669.3260843970328	585.1158006776768	571.4003640371608	154.36990723654006	612.608799193128	398.1592485854308	404.25782451239496
BRDN0007693678	Zscan4c	353.75529444197275	364.52629212524846	315.88737106205303	452.8183945605175	206.61953582253432	467.767508827639	230.7889819044643
BRDN0007693677	Zscan4c	591.2014660215103	597.891254840945	518.9321545092203	209.25698536508764	146.80861755811648	105.80455556815645	619.962559233561
BRDN0007693676	Zscan4c	575.8398837566604	576.5988312354981	559.9004824967902	507.7054726890651	485.7371543898175	105.80455556815645	902.0379815612396
BRDN0007694815	Zscan26	513.0768476459878	510.16646958650426	516.0571841241276	432.23574026231216	72.49808274474888	97.45156433909146	669.7405749384454
BRDN0007694814	Zscan26	1008.5976012750042	935.5890932233305	1004.4427782917386	445.9575097944491	1807.0147124128657	398.1592485854308	1632.1155452328783
BRDN0007694813	Zscan26	443.73027627895095	458.6388044613231	421.1831614160707	92.62194434192403	1627.5819576196122	36.196295325948256	1125.2848398740548
BRDN0007694812	Zscan26	802.3134965755909	854.6778835226328	913.8812111613206	469.97060647568867	1083.8463370339957	2026.9925382531023	936.7317500828257
BRDN0007694811	Zscan26	643.8697480724244	705.2050698123966	752.1641269998601	341.3290171119053	413.23907164506863	473.33616964701565	381.6314537374475
BRDN0007694810	Zscan26	622.8024352520588	680.9317069021872	620.6342318818721	1718.651633900146	485.7371543898175	609.7683597217438	475.1537862738971
BRDN0007694929	Zpld2	577.5954931583575	585.9674976218947	610.5718355340479	70.32406885220159	445.8632088802056	103.02022515846812	496.27173233051474
BRDN0007694928	Zpld2	579.3511025600546	521.2385298613366	529.353922155181	231.5548608548101	821.0407870842811	999.5746170781096	1298.7536824819854
BRDN0007694927	Zpld2	683.8098619610342	622.1646177511542	771.2108058010987	615.7644077546431	578.1722098893723	1319.7726141922672	257.94062683440126
BRDN0007694926	Zpld2	590.3236613206617	664.3236164899388	658.3682181862129	1485.3815518538188	482.11225025258005	1344.8315878794622	794.9398265598215
BRDN0007694925	Zpld2	807.5803247806822	723.0907056409718	781.6325734470595	1612.3079200260852	1005.9108980833907	2695.2318365783008	1829.7191833340862
BRDN0007694924	Zpld2	743.5005816187368	733.3110689715862	680.2898673725442	564.3077720091298	1083.8463370339957	562.4347427570422	1826.7023338974266
BRDN0007693675	Zmiz1	829.0865399514721	862.3431560205936	862.4911155277898	3833.519363040745	438.6134006057307	236.66808482350783	535.4907750070904
BRDN0007693674	Zmiz1	703.560467730127	647.2896776055813	682.0867238632271	722.1081216287041	512.9239354190984	150.35384212316967	352.9713840891807
BRDN0007693673	Zmiz1	407.7402835441597	452.67692585179805	431.2455577638949	271.00494825970367	262.8055499497147	16.705982458129967	437.4431683156513
BRDN0007693672	Zmiz1	376.57821666403555	351.3249894898715	351.1057582794378	452.8183945605175	237.43122098905258	331.33531875291095	131.2329504946954
BRDN0007693671	Zmiz1	347.6106615360328	408.8145332245777	402.136482614832	92.62194434192403	418.67642785092477	164.2754941716113	37.7106179582458
BRDN0007693670	Zmiz1	456.45844444125515	471.4142586245912	505.2760451800302	269.28972706818655	3336.724258327067	1564.79369024484	431.40946944233195
BRDN0007693669	Zfpm2	642.9919433715758	576.5988312354981	573.9159631241168	245.276630386947	598.1091826441783	1358.753239927904	847.7346917013656
BRDN0007693668	Zfpm2	679.8597408072156	655.8066470477601	630.3372569315598	425.37485549624375	333.49118062584483	1152.7127896109675	662.1984513467962
BRDN0007693667	Zfpm2	439.3412527747081	459.06465293343206	415.0738493477488	157.8003496195743	549.1729767914727	1166.6344416594093	466.1032379639181
BRDN0007693666	Zfpm2	446.8025927319209	410.51792711301346	419.0269336272512	12.006548340619783	52.561109989942935	69.60826024220819	1247.467242058771
BRDN0007693665	Zfpm2	787.3908166611652	792.0781581226194	728.8049926209824	562.5925508176127	389.6771947530252	2539.3093336357547	1084.5573724791493
BRDN0007693664	Zfpm2	524.9272111074434	476.09859181778944	527.557065664498	627.7709560952629	623.4835116048404	1200.0464065756692	917.1222287445379
BRDN0007693663	Zfp984	578.4732978592061	556.5839530463782	532.5882638384102	310.45503566459723	552.7978809287102	785.1811755321083	202.12891225619748
BRDN0007693662	Zfp984	540.7276957227177	553.6030137416157	525.4008378756786	790.7169692893885	369.7402219982193	50.11794737438989	149.33404711465337
BRDN0007693661	Zfp984	463.0419796976194	464.6006830708482	485.15125248438176	168.09167676867696	237.43122098905258	311.8450058850927	300.17651894763657
BRDN0007693660	Zfp984	433.6355222191924	336.42029296605875	370.15243708067646	89.19150195888982	1185.3436528766442	200.47178949755957	52.79486514154412
BRDN0007693659	Zfp984	743.9394839691611	772.4891284056083	658.3682181862129	2044.5436602883974	311.7417558024202	503.96380415358726	1508.424718329832
BRDN0007693658	Zfp984	481.47587841543935	514.8508027797026	478.32319781978674	149.22424366198874	313.5542078710389	331.33531875291095	266.9911751443803
BRDN0007693657	Zfp983	677.6652290550942	620.4612238627185	571.4003640371608	207.54176417357053	425.92623612539967	2597.7802722392094	588.2856401486345
BRDN0007693656	Zfp983	705.3160771318242	751.6225532722705	733.1174481986213	516.2815786466507	3590.4675479336884	1976.8745908787125	259.44905155273113
BRDN0007693655	Zfp983	511.7601405947149	513.5732573633758	501.32296090052785	754.6973242675292	300.86704339070786	150.35384212316967	505.3222806404937
BRDN0007693654	Zfp983	676.7874243542457	686.8935855117123	679.5711247762711	3126.848232135695	340.74098890031973	601.4153684926787	547.5581727537291
BRDN0007693653	Zfp983	668.8871820466086	605.5565273389058	691.0710063166416	761.5582090335977	570.9224016148975	2291.5039271734936	188.553089791229
BRDN0007693652	Zfp983	870.7822632417791	868.3050346301187	907.0531564967256	3425.296719459672	2102.4443995977176	668.2392983251985	1781.4495923475317
BRDN0007693651	Zfp973	324.78773931397	359.84195893205015	371.5899222732228	128.6415893637834	462.1752774977741	19.490312867818293	111.62342915640757
BRDN0007693650	Zfp973	300.2092076902101	311.29523311163155	305.4656034160922	397.93131643196995	119.62183652883566	16.705982458129967	535.4907750070904
BRDN0007693649	Zfp973	322.15432521142435	295.112991171492	314.4498858695067	29.158760255790902	159.49578203844754	651.5333158670686	532.4739255704308
BRDN0007693648	Zfp973	679.8597408072156	749.4933109117258	816.1322180681711	855.8953745670389	1040.3474873871464	1272.4389972275656	598.8446131769433
BRDN0007693647	Zfp973	929.5951781986331	895.9851853171995	882.2565369253017	1591.7252657278798	619.858607467603	1294.7136405050724	1273.1104622703783
BRDN0007693646	Zfp973	494.2040465777436	485.89310667629496	448.1360087763141	186.9591098753652	389.6771947530252	284.0017017882094	458.56111437226895
BRDN0007693645	Zfp968	805.8247153789852	759.2878257702313	799.960509652025	2692.8972706818654	701.4189505554455	492.82648251483397	1162.9954578323004
BRDN0007693644	Zfp968	386.67297072379404	379.85683712117014	390.63660107446145	51.45663574551335	384.2398385471691	473.33616964701565	214.19631000283616
BRDN0007693643	Zfp968	688.6377878157014	585.9674976218947	636.4465689998816	490.553260773894	744.9178002022948	2606.1332634682744	235.3142560594538
BRDN0007693642	Zfp968	453.8250303387095	409.24038169668665	396.38654184464673	622.6252925207116	695.9815943495893	172.6284854006763	279.0585728910189
BRDN0007693641	Zfp968	534.5830628167777	465.0265315429572	466.82331627941625	456.24883694355174	273.680262361427	0.0	1030.2540826192753
BRDN0007693640	Zfp968	645.6253574741215	555.7322561021604	625.3060587576476	801.0082964384912	273.680262361427	130.86352925535138	862.8189388846639
BRDN0007693639	Zfp967	557.8448873892647	577.0246797076071	574.9940770185266	1030.8479361017842	911.6633905152172	4516.183924514467	242.85637965110297
BRDN0007693638	Zfp967	255.88007029735746	198.44538800276376	254.0755077825614	130.3568105553005	52.561109989942935	66.82392983251987	4.525274154989496
BRDN0007693637	Zfp967	508.68782414174495	460.7680468218678	509.5885007576691	991.3978486968906	2245.6281130185967	325.7666579335343	138.77507408634455
BRDN0007693636	Zfp967	350.2440756385785	370.4881707347736	362.6056398198083	157.8003496195743	123.2467406660731	11.13732163875331	351.46295937085085
BRDN0007693635	Zfp967	586.8124425172675	570.2111041538641	551.9943139377855	1006.8348394205447	277.30516649866445	1250.164353950059	736.1112625449581
BRDN0007693634	Zfp967	499.470874782835	477.37613723411624	435.91738463967044	1329.2964234257618	1208.9055297686875	395.3749181757425	310.7354919759454
BRDN0007693633	Zfp966	687.7599831148527	729.4784327226058	787.3825142172448	686.0884766068448	2457.685005046987	1976.8745908787125	574.709817683666
BRDN0007693632	Zfp966	733.8447299094025	755.4551895212509	701.852145260739	2138.8808258218382	2472.1846215959367	7013.728302004897	1356.073821778519
BRDN0007693631	Zfp966	404.66796709118967	420.312441971519	406.0895668943344	212.68742774812188	340.74098890031973	4101.3186934709065	206.654186411187
BRDN0007693630	Zfp966	601.7351224316931	585.1158006776768	543.7287740806441	427.09007668776087	692.3566902123519	659.8863070961336	736.1112625449581
BRDN0007693629	Zfp966	526.2439181587163	462.89728918241246	451.3703504595433	303.59415089852877	318.9915640768951	77.96125147127317	138.77507408634455
BRDN0007693628	Zfp966	393.6954083305826	439.90147168852997	461.79211810550413	8.57610595758556	18.12452068618722	86.31424270033816	297.1596695109769
BRDN0007693627	Zfp965	718.4831476445527	757.5844318817956	707.2427147327876	871.3323652906928	628.9208678106966	1311.4196229632023	1971.5111068570905
BRDN0007693626	Zfp965	527.9995275604134	557.0098015184872	545.8850018694636	763.2734302251148	3258.788819376462	356.3942924401059	274.53329873602945
BRDN0007693625	Zfp965	633.3360916622415	651.5481623266708	661.2431885713055	2917.591246770607	1254.2168314841556	481.6891608760807	259.44905155273113
BRDN0007693624	Zfp965	470.064417304408	484.61556125996816	438.0736124284899	344.7594594949395	735.8555398592011	86.31424270033816	787.3977029681723
BRDN0007693623	Zfp965	809.7748365328036	756.3068864654688	723.4144231489337	1456.222791598028	2269.1899899106397	512.3167953826522	627.5046828252101
BRDN0007693622	Zfp965	520.0992852527763	448.4184411307087	476.52634132910384	996.543512271442	543.7356205856166	414.8652310435608	343.9208357792017
BRDN0007696444	Zfp948	531.949648714232	600.4463456735986	516.7759267204008	704.955909713533	589.0469223010847	1467.3421259057486	1078.52367360583
BRDN0007693621	Zfp936	556.5281803379919	572.7661949865177	572.119106633434	590.0360898818865	183.05765893049093	439.9242047307557	613.9288603602416
BRDN0007693620	Zfp936	502.98209358622927	461.1938952939767	476.8857126272404	258.9983999190839	869.9769929369866	1779.1871317908412	173.4688426079307
BRDN0007693619	Zfp936	946.7123698651802	881.0804887933867	903.4594435153598	933.0803281853089	1065.7218163478085	1536.9503861479568	1182.6049791705884
BRDN0007693618	Zfp936	765.8846014903753	749.4933109117258	806.0698217203469	999.9739546544762	621.6710595362216	258.94272810101444	215.70473472116598
BRDN0007693617	Zfp936	544.6778168765362	532.3105901361689	514.9790702297179	979.3913003562709	210.24443995977174	684.9452807833286	4122.524755195431
BRDN0007693616	Zfp936	524.4883087570191	547.2152866599816	528.6351795589078	327.60724757976834	804.7287184667125	698.8669328317702	503.8138559221639
BRDN0007693615	Zfp866	465.6753938001651	459.490501405541	448.1360087763141	531.7185693703046	155.8708779012101	77.96125147127317	375.5977548641282
BRDN0007693614	Zfp866	674.5929126021242	717.5546755035557	624.5873161613745	636.3470620528485	706.8563067613015	47.33361696470157	1582.3375295279939
BRDN0007693613	Zfp866	463.4808820480437	449.27013807492654	497.36987662102547	1051.4305903999896	503.8616750760047	136.43219007472806	2944.4450501798324
BRDN0007693612	Zfp866	949.7846863181502	919.4068512831909	973.1774753538562	1821.5649053911727	607.1714429872719	1066.3985469106294	2128.387277563393
BRDN0007693611	Zfp866	333.1268839720314	352.6025349061983	330.26222298751617	99.48282910799249	48.93620585270549	94.66723392940314	295.6512447926471
BRDN0007693610	Zfp866	505.615507688775	509.3147726422864	478.6825691179233	1173.2112949977045	337.1160847630823	476.120500056704	1191.6555274805673
BRDN0007696303	Zfp787	367.3612673051256	378.1534432327344	387.7616306893688	517.9967998381678	998.6610898089158	77.96125147127317	552.0834469087185
BRDN0007696302	Zfp787	810.6526412336523	797.6141882600355	789.8981133042008	711.8167944796014	398.73945509611883	473.33616964701565	684.8248221217438
BRDN0007696301	Zfp787	583.3012237138732	599.1688002572718	609.4937216396381	437.3814038368635	1774.3905751777288	606.9840293120554	784.3808535315127
BRDN0007696300	Zfp787	523.6105040561706	468.8591677919376	497.0105053228889	243.5614091954299	204.80708375391558	403.72790940480746	929.1896264911766
BRDN0007696299	Zfp787	762.373382686981	812.0930363117393	785.9450290246984	1236.6744790838377	2258.3152774989276	3469.275690471656	371.0724807091387
BRDN0007696298	Zfp787	500.34867948368355	502.50119708854345	498.8073618135718	1003.4043970375104	480.29979818396134	1116.5164942850192	788.9061276865021
BRDN0007694809	Zfp780b	529.3162346116862	523.3677722218813	478.6825691179233	1958.7826007125418	128.68409687192926	1523.028734099515	312.24391669427524
BRDN0007694808	Zfp780b	472.2589290565294	421.5899873878458	422.620646608617	540.2946753278902	222.9316044401028	50.11794737438989	479.6790604288866
BRDN0007694807	Zfp780b	510.4434335434421	521.2385298613366	531.869521242137	351.6203442610079	1167.219132190457	537.3757690698473	1340.9895745952208
BRDN0007694806	Zfp780b	853.2261692248078	873.4152162954259	917.4749241426864	1343.0181929578985	1310.402845611336	10583.239887225332	799.465100714811
BRDN0007694805	Zfp780b	567.500739098599	554.0288622137246	556.3067695154244	473.40104885872285	458.55037336053664	1344.8315878794622	422.358921132353
BRDN0007694804	Zfp780b	765.8846014903753	740.5504929974381	729.8831065153921	404.7922011980384	911.6633905152172	38.980625735636586	235.3142560594538
BRDN0007696297	Zfp638	635.530603414363	587.2450430382215	647.946450540252	578.0295415412667	94.24750756817355	186.55013744911793	1208.2481993821955
BRDN0007696296	Zfp638	494.2040465777436	507.1855302817417	457.4796625278652	308.7398144730801	688.7317860751143	83.52991229064982	114.64027859306724
BRDN0007696295	Zfp638	614.9021929444216	707.3343121729413	635.3684551054719	1058.291475166058	195.74482341082197	434.3555439113791	3389.4303420871324
BRDN0007696294	Zfp638	387.9896777750669	393.90983670076497	375.54300655272516	454.5336157520346	531.0484561052856	1525.8130645092035	960.866545576103
BRDN0007696293	Zfp638	493.32624187689504	449.6959865470355	484.4325098881086	313.88547804763147	487.5496064584362	86.31424270033816	506.8307053588236
BRDN0007696292	Zfp638	442.8524715781024	399.44586683818113	368.71495188813014	89.19150195888982	1953.8233299709823	1205.6150673950458	657.6731771918068
BRDN0007696438	Zfp62	733.4058275589783	681.3575553742962	629.6185143352866	1149.1981983164649	1100.1584056515642	2773.1930880495743	1446.579304878309
BRDN0007693609	Zfp60	453.8250303387095	459.06465293343206	403.9333391055149	257.2831787275668	222.9316044401028	27.843304096883273	485.71275930220594
BRDN0007693608	Zfp60	531.0718440133834	617.054436085847	597.2750975029944	886.7693560143468	79.74789101922377	5170.501570791224	924.664352336187
BRDN0007693607	Zfp60	1004.6474801211857	936.4407901675484	1000.4896940122362	2670.599395192143	2783.926377398357	7303.298664612483	1463.171976779937
BRDN0007693606	Zfp60	902.3832324723276	882.3580342097135	915.3186963538669	638.0622832443656	2582.744197781679	1066.3985469106294	1681.8935609377627
BRDN0007693605	Zfp60	508.2489217913207	507.61137875385066	472.21388575146494	481.9771548163084	909.8509384465984	2060.404503169362	440.46001775231093
BRDN0007693604	Zfp60	438.90235042428384	468.0074708477197	463.22960329805045	307.024593281563	48.93620585270549	144.78518130379302	600.3530378952731
BRDN0007694803	Zfp592	487.18160897095504	515.7024997239205	491.9793071489768	109.77415625709516	106.9346720485046	219.96210236537786	79.9465100714811
BRDN0007694802	Zfp592	467.8699055522866	526.3487115266438	503.8385599874839	75.46973242675293	1169.0315842590758	311.8450058850927	250.39850324275213
BRDN0007694801	Zfp592	603.051829482966	660.4909802409584	615.9624050060966	137.21769532136895	380.6149344099316	467.767508827639	478.1706357105568
BRDN0007694800	Zfp592	455.1417373899823	408.3886847524688	442.3860680061289	955.3782036750313	144.99616548949777	194.90312867818292	18.101096619957985
BRDN0007694799	Zfp592	494.64294892816787	474.39519792935374	496.29176272661573	550.5860024769929	188.4950151363471	144.78518130379302	126.7076763397059
BRDN0007694798	Zfp592	328.2989581173643	352.17668643408933	350.02764438502805	778.7104209487687	491.17451059567367	512.3167953826522	21.117946056617647
BRDN0007696291	Zfp36l2	602.6129271325417	498.2427123674541	545.1662592731905	728.9690063947726	1005.9108980833907	10093.197735120188	3549.323362230095
BRDN0007696290	Zfp36l2	786.9519143107409	776.7476131266976	787.7418855153813	6231.398588781667	1944.7610696278887	1252.9486843597474	1277.6357364253677
BRDN0007696289	Zfp36l2	806.2636177294094	864.4723983811383	769.4139493104158	20941.135527232418	262.8055499497147	23062.608783448417	802.4819501514706
BRDN0007696288	Zfp36l2	620.6079234999373	697.5397973144358	654.4151339067105	495.6989243484453	2624.4305953599096	5112.030632187769	2227.943308973162
BRDN0007696287	Zfp36l2	767.2013085416481	819.7583088097001	804.9917078259372	1861.0149927960663	1500.710312816302	317.41366670446934	814.5493478981093
BRDN0007696286	Zfp36l2	551.7002544833248	529.3296508314063	515.697812825991	2186.9070191843175	1020.4105146323404	194.90312867818292	164.4182942979517
BRDN0007694797	Zfp316	919.0615217884504	919.8326997552998	873.6316257700238	2941.604343451847	1562.3336831493384	7991.0282758055	211.1794605661765
BRDN0007694796	Zfp316	729.0168040547354	665.6011619062656	701.4927739626024	922.7890010362062	2046.2583854705372	189.33446785880628	536.9991997254202
BRDN0007694795	Zfp316	648.2587715766672	737.1437052205666	728.0862500247092	3135.4243380932803	775.729485368813	2884.566304437107	473.64536155556726
BRDN0007694794	Zfp316	1006.4030895228829	1098.2632095689437	1027.8019126706163	2629.4340865957324	2370.6873057532885	576.3563948054838	642.5889300085084
BRDN0007694793	Zfp316	608.3186576880573	668.1562527389192	601.94692437877	579.7447627327838	875.4143491428428	1239.0270323113057	1015.169835435977
BRDN0007694792	Zfp316	465.6753938001651	423.71922974839043	410.04265117383676	619.1948501376773	545.5480726542353	3533.3152898944877	1980.5616551670694
BRDN0007693603	Zfp182	571.8897626028419	602.1497395620343	589.3689289439897	272.7201694512208	1154.5319677101259	598.6310380829904	594.3193390219539
BRDN0007693602	Zfp182	325.2266416643943	338.1236868544945	369.0743231862667	96.05238672495827	112.37202825436076	451.06152636950907	48.269590986554626
BRDN0007693601	Zfp182	540.2887933722934	499.09440931167194	534.3851203290931	492.26848196541107	335.30363269446354	292.35469301727437	304.7017931026261
BRDN0007693600	Zfp182	736.039241661524	653.6774046872154	687.4772933352758	255.56795753604968	478.48734611534263	551.2974211182889	321.2944650042542
BRDN0007693599	Zfp182	625.4358493546044	653.2515562151065	632.1341134222426	147.50902247047162	583.6095660952285	612.5526901314321	429.90104472400213
BRDN0007693598	Zfp182	750.9619215759496	749.0674624396169	741.3829880557627	1301.852884361488	1372.0262159443726	97.45156433909146	862.8189388846639
BRDN0007696446	Zfp169	604.8074388846632	635.7917688586401	657.6494755899397	1221.2374883601835	703.2314026240641	2057.620172759674	1098.1331949441178
BRDN0007694791	Zdhhc8	696.9769324737628	716.7029785593378	738.50801767067	840.4583838433848	362.4904137237444	3870.219269466775	905.0548309978992
BRDN0007694790	Zdhhc8	650.4532833287886	581.7090129008054	624.2279448632379	236.70052442936142	355.24060544926954	1102.5948422365777	606.3867367685925
BRDN0007694789	Zdhhc8	435.39113162088955	470.98841015248223	452.80783565208964	619.1948501376773	170.37049445015987	264.5113889203911	731.5859883899685
BRDN0007694788	Zdhhc8	854.1039739256563	949.6420928029253	930.4122908756033	1728.9429610492487	1841.4513017166216	1180.5560937078508	1882.5140484756305
BRDN0007694787	Zdhhc8	563.1117155943562	650.6964653824529	594.4001271179018	554.0164448600271	608.9838950558906	548.5130907086005	116.14870331139707
BRDN0007694786	Zdhhc8	849.2760480709892	691.1520702328017	734.1955620930311	581.4599839243009	2211.191523714841	10577.671226405955	1052.8804533942227
BRDN0007694785	Zdhhc15	518.3436758510792	511.44401500283107	535.4632342235028	466.54016409265444	2662.492088800903	620.905681360497	885.4453096596114
BRDN0007694784	Zdhhc15	459.96966324464944	483.33801584364136	455.3234347390457	66.89362646916736	27.18678102928083	19.490312867818293	479.6790604288866
BRDN0007694783	Zdhhc15	931.7896899507546	981.5807282110954	922.5061223165985	1241.820142658389	868.1645408683678	247.80540646226115	2071.0671382668593
BRDN0007694782	Zdhhc15	434.0744245696167	484.1897127878592	457.83903382600175	945.0868765259286	132.3090010091667	217.17777195568954	1322.8884779752627
BRDN0007694781	Zdhhc15	434.513326920041	475.2468948735716	491.6199358508402	773.5647573742175	405.98926337059373	467.767508827639	758.7376333199055
BRDN0007694780	Zdhhc15	360.7777320487613	364.1004436531395	411.1207650682465	152.65468604502294	25.37432896066211	27.843304096883273	158.38459542463235
BRDN0007693597	Zc3hc1	698.2936395250356	663.4719195457209	669.1493571303102	348.1899018779737	985.9739253285848	225.53076318475453	1286.6862847353468
BRDN0007693596	Zc3hc1	664.93706089279	718.4063724477735	662.6806737638518	1541.9838511738835	612.608799193128	5847.093860345488	612.4204356419118
BRDN0007693595	Zc3hc1	445.4858856806481	392.2064428123292	377.69923434154464	130.3568105553005	320.8040161455138	2.7843304096883275	7.54212359164916
BRDN0007693594	Zc3hc1	549.5057427312033	542.1051049946744	540.4944323974149	595.1817534564378	1130.9700908180826	3803.3953396342554	927.6812017728467
BRDN0007693593	Zc3hc1	632.8971893118173	657.5100409361958	636.087197701745	476.8314912417571	541.9231685169979	231.09942400413118	1377.1917678351367
BRDN0007693592	Zc3hc1	583.3012237138732	581.2831644286964	534.3851203290931	1991.371803351367	322.6164682141325	359.17862284979424	992.5434646610295
BRDN0007696285	Zc3hav1	756.2287497810411	745.6606746627454	771.9295483973718	2339.5617052293405	1167.219132190457	13158.745516187035	728.5691389533089
BRDN0007696284	Zc3hav1	613.5854858931488	558.7131954069229	622.7904596706916	445.9575097944491	2492.1215943507427	874.2797486421348	862.8189388846639
BRDN0007696283	Zc3hav1	880.8770173015376	888.3199128192387	936.5216029439251	2389.3031197833366	3014.1077901129347	570.7877339861071	1401.326563328414
BRDN0007696282	Zc3hav1	456.0195420908309	456.50956210077845	455.3234347390457	180.09822510929675	1261.4666397586304	4229.39789231657	1398.3097138917542
BRDN0007696281	Zc3hav1	671.0816937987299	637.4951627470758	677.4148969874516	3646.56025316538	3606.779616551257	612.5526901314321	266.9911751443803
BRDN0007696280	Zc3hav1	597.3460989274503	620.0353753906095	603.7437808694528	799.2930752469741	6869.193340064956	7161.297813718378	1316.8547791019434
BRDN0007696279	Zc3h14	327.4211534165157	412.2213210014492	358.29318424216933	154.36990723654006	1281.4036125134364	309.06067547540437	63.35383816985295
BRDN0007696278	Zc3h14	800.1189848234694	824.4426420028984	745.336072335265	1903.895522583994	815.6034308784249	1010.7119387168628	304.7017931026261
BRDN0007696277	Zc3h14	520.977089953625	497.39101542323624	528.9945508570444	1571.1426114296744	569.1099495462787	253.3740672816378	49.77801570488446
BRDN0007696276	Zc3h14	261.1468985024489	310.86938463952265	290.37200889435593	355.05078664404215	30.811685166518274	25.058973687194946	45.252741549894964
BRDN0007696275	Zc3h14	662.7425491406685	610.240860532104	698.9771748756464	385.9247680913502	159.49578203844754	2414.01446519978	761.7544827565652
BRDN0007696274	Zc3h14	948.4679792668774	981.1548797389866	1045.0517349811719	3277.787696989201	643.4204843596463	801.8871579902383	3719.7753554013657
BRDN0007694779	Zbtb8os	592.9570754232075	477.8019857062252	522.8852387887225	17.15221191517112	36.24904137237444	957.8096609327846	197.603638101208
BRDN0007694778	Zbtb8os	342.7827356813657	369.2106253184468	329.543480391243	97.76760791647537	72.49808274474888	178.19714622005296	12.067397746638656
BRDN0007694777	Zbtb8os	278.26409016899595	277.6532038150257	235.7475715775959	13.721769532136895	119.62183652883566	22.27464327750662	18.101096619957985
