sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
BRDN0007690768	Cd19	488.07/202.86/471.8/347.55	68096/11495/1.9958e+06/5132.3	409.68	39796	6.5985	18880	8321.5	431.76	1	0	0	0	True
BRDN0007690771	Cd19	304.62/205.76/347.42/192.3	29830/2859/4.7716e+05/1089.7	255.19	16345	5.9955	5783.3	4288.3	245.7	1	0	0	0	True
BRDN0007690769	Cd19	398.72/758.55/343.25/406.66	28516/3823.7/4.6837e+05/2360	402.69	16170	5.324	43399	8123.1	174.94	1	0	0	0	True
BRDN0007690766	Cd19	488.75/489.76/350.2/779.43	28286/5955.4/1.3043e+06/1851	489.25	17121	5.1261	34513	10676	160.96	1	0	0	0	True
BRDN0007690767	Cd19	377.73/399.2/323.1/345.98	22031/4826/2.643e+05/1899.1	361.85	13428	5.2099	1133.4	6992.2	156.26	1	0	0	0	True
BRDN0007690770	Cd19	189.54/212.28/186.91/218.3	12705/3197.5/2.4196e+05/862.27	200.91	7951.1	5.2996	252.29	3070.3	139.87	1	0	0	0	True
BRDN0007693475	Uggt1	117.79/110.12/116.73/199.39	1102.6/783.29/1463.5/341.14	117.26	942.96	2.9968	2265.5	1450.5	21.68	1	1.5817e-104	3.1635e-104	2.8033e-101	True
BRDN0007692968	Sephs1	181.42/365.87/185.52/231.7	1602.4/1092.6/1090.4/581.34	208.61	1091.5	2.3819	8845.1	3235.9	15.521	1	1.2534e-54	2.5067e-54	1.9437e-51	True
BRDN0007694390	Rpn2	162.46/163.74/282.11/232.49	703.31/1375.1/1021.6/875.04	198.11	948.3	2.2533	3563.2	3010.8	13.672	1	7.4676e-43	1.4935e-42	1.0294e-39	True
BRDN0007693101	Sly	253.85/388.33/321.71/279.78	1951.5/657.06/2513.7/299.79	300.75	1304.3	2.113	3583.1	5396.2	13.661	1	8.6627e-43	1.7325e-42	1.0747e-39	True
BRDN0007694222	Olfr746	618.72/485.41/236.25/427.94	2225.9/1057.5/3064.7/1111.6	456.67	1668.7	1.8672	25499	9691.2	12.312	1	3.8997e-35	7.7994e-35	4.3981e-32	True
BRDN0007696440	Padi6	305.98/81.868/81.992/104.82	356.81/208.15/614.09/761.33	93.405	485.45	2.3654	15193	1057.9	12.054	1	9.308e-34	1.8616e-33	9.6229e-31	True
BRDN0007695275	Chordc1	337.11/107.23/416.21/130.82	899.1/1039.1/126.26/1513.5	233.97	969.1	2.0457	23518	3798.2	11.928	1	4.2201e-33	8.4401e-33	4.0272e-30	True
BRDN0007695348	Dolk	3.3847/0.72449/8.3382/21.279	0/41.798/826.43/82.701	5.8614	62.249	3.2045	92.116	24.6	11.369	1	3.3882e-30	6.7765e-30	3.0025e-27	True
BRDN0007695210	Aurkaip1	425.79/276.03/245.98/319.18	2565.9/1382.7/700.17/864.1	297.61	1123.4	1.9128	6676.1	5317.5	11.324	1	4.9776e-30	9.9552e-30	4.1168e-27	True
BRDN0007692971	Sephs1	156.37/194.89/300.87/135.55	915.85/759.88/315.65/720.59	175.63	740.24	2.0692	6010.9	2545.1	11.192	1	2.2432e-29	4.4864e-29	1.7393e-26	True
BRDN0007693690	Actr8	192.25/454.98/220.27/143.43	459.86/1169.5/1136.3/504.11	206.26	820.23	1.9864	22068	3185	10.879	1	7.253e-28	1.4506e-27	5.293e-25	True
BRDN0007693227	Stt3a	25.724/105.05/36.827/58.319	597.68/139.6/292.7/242.02	47.573	267.36	2.4659	1337.4	416.72	10.767	1	2.501e-27	5.0021e-27	1.7238e-24	True
BRDN0007692150	Mgat2	54.832/67.378/26.404/20.491	247.32/263.33/34.435/221.35	40.618	234.33	2.4994	508.42	335.39	10.578	1	1.9188e-26	3.8375e-26	1.2529e-23	True
BRDN0007695242	Cdc7	305.98/337.61/374.52/228.55	403.18/1350.1/1056/1204	321.79	1130	1.8089	3991.8	5932.4	10.493	1	4.6344e-26	9.2687e-26	2.8747e-23	True
BRDN0007692970	Sephs1	388.56/544.1/512.1/471.28	2622.6/1850.8/1256.9/1287.9	491.69	1569.4	1.6723	4738.4	10750	10.394	1	1.3221e-25	2.6442e-25	7.8103e-23	True
BRDN0007692667	Prpf4	527.33/194.16/298.78/293.17	8076.5/374.51/1647.1/355.13	295.98	1010.8	1.7685	21302	5276.9	9.8406	1	3.7642e-23	7.5283e-23	2.1227e-20	True
BRDN0007692716	Qtrt1	308.01/237.63/213.32/258.5	958.36/819.24/901.04/488.91	248.07	860.14	1.7897	1672.6	4121.8	9.5337	1	7.5928e-22	1.5186e-21	4.0955e-19	True
BRDN0007695721	Nosip	450.84/726.67/433.59/713.23	2124.1/1872.5/430.43/1464.9	582.04	1668.7	1.5179	25794	13625	9.3097	1	6.4079e-21	1.2816e-20	3.3124e-18	True
BRDN0007694392	Rpn2	308.68/357.9/263.35/290.81	1188.9/763.23/1767.7/419.58	299.75	976.08	1.6999	1622.2	5371.1	9.2284	1	1.3732e-20	2.7465e-20	6.8145e-18	True
