sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
BRDN0007690768	Cd19	555.32/542.98/543.7	1.1429e+05/18683/3.3418e+06/8553.3	543.7	66489	6.9315	67.776	2503.6	1317.9	1	0	0	0	True
BRDN0007690766	Cd19	372/338.68/387.44	47475/9679.2/2.1839e+06/3084.8	372	28577	6.2596	674.36	1613.3	702.22	1	0	0	0	True
BRDN0007690771	Cd19	427.5/377.56/452.45	50068/4646.7/7.9895e+05/1816	427.5	27357	5.9965	1558.2	1894.9	618.63	1	0	0	0	True
BRDN0007690769	Cd19	491.94/552.87/493.84	47862/6214.6/7.8424e+05/3933.1	493.84	27038	5.7719	1743.6	2239.6	560.91	1	0	0	0	True
BRDN0007690767	Cd19	533.48/470.67/495.59	36977/7843.6/4.4254e+05/3164.9	495.59	22410	5.496	1028.1	2248.8	462.13	1	0	0	0	True
BRDN0007690770	Cd19	505.19/518.42/522.12	21324/5196.9/4.0513e+05/1437	518.42	13260	4.6742	94.354	2369.2	261.78	1	0	0	0	True
BRDN0007695970	Setd5	575.72/545.02/588.88	4326.2/5729.5/4458.8/4758	575.72	4608.4	2.9986	557.87	2675.5	77.964	1	0	0	0	True
BRDN0007693736	Arl15	625.13/657.57/622.41	5024.5/4827.4/2661.9/4000	625.13	4413.7	2.8178	529.91	2943.6	69.828	1	0	0	0	True
BRDN0007693737	Arl15	789.47/782.74/752.72	6185.5/6459.1/1585.6/3437.5	782.74	4811.5	2.6183	473.39	3821.7	65.169	1	0	0	0	True
BRDN0007693739	Arl15	597.21/590.38/595.3	4047.3/8641.2/3680.5/3933.1	595.3	3990.2	2.7427	13.888	2781.2	64.373	1	0	0	0	True
BRDN0007693740	Arl15	767.99/685.54/709.57	1615/4173.9/5938.7/4150	709.57	4161.9	2.5505	1995	3410	59.12	1	0	0	0	True
BRDN0007695972	Setd5	532.4/520.12/486.85	7947.5/3123.6/1095.5/3456.8	520.12	3290.2	2.6589	629.03	2378.3	56.801	1	0	0	0	True
BRDN0007695721	Nosip	380.59/445.43/398.22	3565.1/3043.4/720.72/2441.3	398.22	2742.4	2.7807	1269.7	1745.6	56.107	1	0	0	0	True
BRDN0007692218	Ncor1	653.06/670.88/657.97	1602/2937.5/3930.3/3512.5	657.97	3225	2.2914	95.298	3123.8	45.929	1	0	0	0	True
BRDN0007693101	Sly	409.24/352.32/365.57	3275.4/1067.9/4209/499.62	365.57	2171.7	2.5673	1041.1	1581.1	45.421	1	0	0	0	True
BRDN0007692970	Sephs1	491.23/456.69/517.75	4401.8/3008.1/2104.5/2146.4	491.23	2577.3	2.389	948.26	2225.8	44.216	1	0	0	0	True
BRDN0007692667	Prpf4	296.1/299.46/283.36	13556/608.69/2757.9/591.84	296.1	1683.3	2.5032	86.715	1239.3	39.406	1	0	0	0	True
BRDN0007694222	Olfr746	639.81/665.42/605.79	3735.9/1718.7/5131.5/1852.5	639.81	2794.2	2.125	906.58	3024	39.178	1	0	0	0	True
BRDN0007692219	Ncor1	534.91/441.68/511.63	4151/1589.7/2825.2/1785.6	511.63	2305.4	2.1697	2717.4	2333.3	37.136	1	3.7439e-302	7.4879e-302	2.4446e-299	True
