sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
BRDN0007691846	Ifngr1	2404.5/2653.6/2573	21874/21857/22029	2573	21874	3.0872	17450	8180	213.41	1	0	0	0	True
BRDN0007691882	Jak2	2225.5/2287.6/2323.2	15962/16506/16306	2287.6	16306	2.8329	2560.6	7243.4	164.71	1	0	0	0	True
BRDN0007696962	Jak1	1716/1532.2/1788.9	13409/13633/13453	1716	13453	2.9701	19546	5381	160.01	1	0	0	0	True
BRDN0007691886	Jak2	922.55/1051.4/1059.9	9616.3/8989.3/9663.5	1051.4	9616.3	3.192	8335	3243	150.4	1	0	0	0	True
BRDN0007691885	Jak2	1043/1056.8/1023.7	8726.8/8485.8/8686.6	1043	8686.6	3.0568	281.04	3216.4	134.78	1	0	0	0	True
BRDN0007691883	Jak2	1049.9/1033.4/1009.9	8442.7/8182/8576	1033.4	8442.7	3.029	412.38	3185.8	131.27	1	0	0	0	True
BRDN0007696961	Jak1	2056.8/2007.7/2025	12449/12252/12623	2025	12449	2.6195	655.79	6385.6	130.45	1	0	0	0	True
BRDN0007691884	Jak2	2352.8/2223/2249	13349/12947/12918	2249	12947	2.5247	5726.9	7117.4	126.8	1	0	0	0	True
BRDN0007693224	Stat1	1807.2/1690.1/1759.6	10956/11373/11101	1759.6	11101	2.6566	3549.3	5522.4	125.7	1	0	0	0	True
BRDN0007696959	Jak1	1106.7/1121.4/1265	8321.8/8772.4/8460.2	1121.4	8460.2	2.9143	10422	3466.3	124.65	1	0	0	0	True
BRDN0007693222	Stat1	1459.6/1438.9/1406.3	9239.4/9169.9/9302.1	1438.9	9239.4	2.682	744.9	4485.4	116.47	1	0	0	0	True
BRDN0007691887	Jak2	605.85/584.9/592.85	5184.8/5189.4/5409.2	592.85	5189.4	3.1277	116.15	1794.1	108.52	1	0	0	0	True
BRDN0007696169	Tsc2	2359.7/2284/2283.5	11306/11573/10995	2284	11306	2.3069	2869.7	7231.7	106.09	1	0	0	0	True
BRDN0007691848	Ifngr1	826.16/837.87/877.21	6189.6/6289/6181.3	837.87	6189.6	2.8835	842.39	2564.9	105.67	1	0	0	0	True
BRDN0007693221	Stat1	1025.8/999.35/1049.6	6695.3/6481.2/6696.8	1025.8	6695.3	2.7052	632.02	3161.6	100.83	1	0	0	0	True
BRDN0007696958	Jak1	2125.6/2368.3/2557.5	10666/10924/10802	2368.3	10802	2.1889	47345	7507.9	97.334	1	0	0	0	True
BRDN0007696960	Jak1	1481.9/1627.3/1613.1	8279.6/8197/8420.7	1613.1	8279.6	2.359	8704.8	5047.8	93.831	1	0	0	0	True
BRDN0007696167	Tsc2	3148/3419.7/3474.4	12896/12886/13029	3419.7	12896	1.9147	38394	10977	90.448	1	0	0	0	True
BRDN0007691847	Ifngr1	1154.9/1062.1/1066.8	5913.9/6268.8/6074.2	1066.8	6074.2	2.5083	3893.2	3292.1	87.272	1	0	0	0	True
BRDN0007693225	Stat1	1645.4/1679.3/1666.5	7866.1/7805.1/7714.9	1666.5	7805.1	2.2269	304.42	5220.7	84.958	1	0	0	0	True
